seed,refit_epoch,R2,Pearson,RMSE,ACC,Precision,Recall,F1,AUC,MCC
2024,13,0.47484583308526007,0.703079578166786,0.23306967989159563,0.7787878787878788,0.8106995884773662,0.6632996632996633,0.7296296296296296,0.8738069399226426,0.5534688134327781
2025,16,0.4892016269719367,0.7041574078715351,0.22986196999475308,0.7924242424242425,0.7877697841726619,0.7373737373737373,0.7617391304347826,0.8729164927512034,0.5791938092324186
2026,13,0.4745794143731795,0.6994464788601625,0.23312879229565373,0.7863636363636364,0.8023255813953488,0.696969696969697,0.745945945945946,0.876172190221777,0.5673530606600672
2027,14,0.48925896714369554,0.7055234171280516,0.2298490679423488,0.7909090909090909,0.7523809523809524,0.797979797979798,0.7745098039215687,0.8737605624657967,0.5807812114451406
2028,14,0.4749284704963922,0.6937069208720363,0.23305134143602946,0.7712121212121212,0.7354838709677419,0.7676767676767676,0.7512355848434926,0.8640676739850294,0.5400584926969886
