seed,refit_epoch,R2,Pearson,RMSE,ACC,Precision,Recall,F1,AUC,MCC
2024,11,0.49757066061024824,0.7169680043567824,0.22797113835257515,0.7863636363636364,0.8277310924369747,0.6632996632996633,0.7364485981308411,0.8825722792664942,0.570200227289801
2025,11,0.5122072070099574,0.7196805763461458,0.22462601963909304,0.7909090909090909,0.7933579335793358,0.7239057239057239,0.7570422535211268,0.8823682184563727,0.5760621350957077
2026,13,0.47937220038021267,0.7154608512780585,0.23206307830916384,0.7681818181818182,0.8130434782608695,0.6296296296296297,0.7096774193548387,0.8772295962378608,0.533704332156731
2027,12,0.5164827646864947,0.7279753465999539,0.2236394170316953,0.8,0.8185328185328186,0.7138047138047138,0.762589928057554,0.8879520642606042,0.5953416444644778
2028,14,0.511552633035127,0.7193384416941775,0.22477668305088896,0.7924242424242425,0.7631578947368421,0.7811447811447811,0.7720465890183028,0.8834812774206714,0.5816845864457681
