seed,fold,epoch,g_physics,g_esm
2026,3,41,0.34114736318588257,0.7182719707489014
2026,3,42,0.36283278465270996,0.712388277053833
2026,3,43,0.3421081006526947,0.699667751789093
2026,3,44,0.3124314844608307,0.6909906268119812
2026,3,45,0.32666000723838806,0.6919280886650085
2026,3,46,0.32209327816963196,0.6861913204193115
2026,3,47,0.3244877755641937,0.6956688761711121
2026,3,48,0.305074006319046,0.6910424828529358
2026,3,49,0.31773385405540466,0.6675341725349426
2026,3,50,0.31697505712509155,0.6397927403450012
2026,3,51,0.3144048750400543,0.6477010846138
2026,3,52,0.3311823010444641,0.6356879472732544
2026,3,53,0.2907730042934418,0.6550330519676208
2026,4,0,0.5170737504959106,0.5101538300514221
2026,4,1,0.5065727233886719,0.5078556537628174
2026,4,2,0.49712294340133667,0.5013583898544312
2026,4,3,0.4939039945602417,0.5020198822021484
2026,4,4,0.49128443002700806,0.5026960372924805
2026,4,5,0.48478975892066956,0.5065296292304993
2026,4,6,0.49004051089286804,0.5113916397094727
2026,4,7,0.48399829864501953,0.5201880931854248
2026,4,8,0.48459476232528687,0.5342574119567871
2026,4,9,0.4946664273738861,0.5452454090118408
2026,4,10,0.4847148656845093,0.5604764819145203
2026,4,11,0.4901311993598938,0.5826496481895447
2026,4,12,0.4942324757575989,0.6096258163452148
2026,4,13,0.4948134422302246,0.6315690279006958
2026,4,14,0.49928489327430725,0.6575942635536194
2026,4,15,0.4966469407081604,0.6905134320259094
2026,4,16,0.5049377679824829,0.707473874092102
2026,4,17,0.49676021933555603,0.739838719367981
2026,4,18,0.5085424780845642,0.7616300582885742
2026,4,19,0.49965378642082214,0.7777454853057861
2026,4,20,0.5056881308555603,0.7969778180122375
2026,4,21,0.5076385736465454,0.8064368963241577
2026,4,22,0.5152473449707031,0.8062376379966736
2026,4,23,0.5187020301818848,0.8138192296028137
2026,4,24,0.5233397483825684,0.8156858086585999
2026,4,25,0.47620898485183716,0.8161617517471313
2026,4,26,0.4713636040687561,0.7979784607887268
2026,4,27,0.4478553831577301,0.7993892431259155
2026,4,28,0.45206189155578613,0.7905768752098083
2026,4,29,0.46302077174186707,0.7771559357643127
2026,4,30,0.4235873222351074,0.7664657831192017
2026,4,31,0.4110270142555237,0.7633728981018066
2026,4,32,0.42412662506103516,0.7733479142189026
2026,4,33,0.3993593752384186,0.7609481811523438
2026,4,34,0.41495847702026367,0.7392106056213379
2026,4,35,0.40728798508644104,0.7305867075920105
2026,4,36,0.40958577394485474,0.7469589710235596
