seed,alpha,R2,Pearson,RMSE,ACC,Precision,Recall,F1,AUC,MCC
2024,0.55,0.5234030226298284,0.7323807740648591,0.22203324881590952,0.8,0.8313253012048193,0.696969696969697,0.7582417582417582,0.8894361428796691,0.5966048546529924
2025,0.55,0.5440298726869883,0.7396358984710654,0.21717536859188946,0.8090909090909091,0.8064516129032258,0.7575757575757576,0.78125,0.8911428332915936,0.6131300423455001
2026,0.5,0.5419421339089534,0.7388325238212583,0.21767198843309557,0.8106060606060606,0.7905405405405406,0.7878787878787878,0.7892074198988196,0.8952611514594986,0.6172717238172999
2027,0.55,0.5506552661247829,0.7429771178036348,0.2155917808551563,0.8106060606060606,0.7945205479452054,0.7811447811447811,0.7877758913412564,0.8939069297196018,0.6168719802365501
2028,0.55,0.5401222146448112,0.7368622321415534,0.21810397833068276,0.803030303030303,0.8014440433212996,0.7474747474747475,0.7735191637630662,0.8919683520234485,0.6007711689925861
